MARKET,efw_layer,TOP_CATEGORY,poi_count,avg_lat,avg_lon,sum_area_sq_m
Los Angeles,Energy,Gasoline Stations,303,33.80851209570954,-118.16730252805272,132604.70000000004
Los Angeles,Venue,"Museums, Historical Sites, and Similar Institutions",283,34.079539416961126,-118.3201883922261,25498858.20000001
Los Angeles,Food,Drinking Places (Alcoholic Beverages),250,34.059557192000014,-118.300738272,819845.4000000003
Los Angeles,Food,Specialty Food Stores,222,33.71790176126126,-118.08614817567563,404763.09999999974
Los Angeles,Water,Traveler Accommodation,199,32.97010130150753,-117.63195888944729,274773.0999999999
Los Angeles,Venue,Performing Arts Companies,151,34.07152078145696,-118.31557665562907,293346.6999999999
Los Angeles,Food,Special Food Services,137,34.05361072262773,-118.30179183211682,240989.89999999994
Los Angeles,Food,"Beer, Wine, and Liquor Stores",114,34.03951552631579,-118.29912224561403,90699.89999999997
Los Angeles,Venue,"Promoters of Performing Arts, Sports, and Similar Events",72,34.06442269444445,-118.31038511111112,371711.39999999997
Los Angeles,Other_EFW,Support Activities for Road Transportation,55,34.03021945454546,-118.28984192727273,51177.09999999999
Los Angeles,Other_EFW,Transit and Ground Passenger Transportation,53,34.02734067924528,-118.31461009433959,144565.60000000003
Los Angeles,Food,Drugs and Druggists' Sundries Merchant Wholesalers,50,34.048732019999996,-118.30529487999996,39484.100000000006
Los Angeles,Other_EFW,Scheduled Air Transportation,41,33.943384609756095,-118.39200373170732,2169078.9
Los Angeles,Other_EFW,Other Transit and Ground Passenger Transportation,38,30.252321894736845,-115.90155147368421,82732.30000000002
Los Angeles,Other_EFW,Taxi and Limousine Service,37,30.162364783783786,-115.81875343243246,53242.30000000001
Los Angeles,Venue,"Independent Artists, Writers, and Performers",36,34.04177111111111,-118.31270847222218,104702.1
Los Angeles,Food,Bakeries and Tortilla Manufacturing,31,34.048661,-118.2971208064516,155432.6
Los Angeles,Water,Remediation and Other Waste Management Services,25,34.03082992,-118.25697636,66983.79999999999
